id_prose,sin_patente,sin_fecha_siniestro,ase_abreviatura,obs_ult_estado,sin_siniestro,sin_fecha_denuncia,lug_desc,pro_descripcion_provincia,reg_descripcion_comuna,sin_hora_siniestro,esp_desc,sin_check_registro_civil,sin_concurrencia,sin_ind_caso_raro,tve_desc,mar_desc,sin_ano_vechiculo,cve_desc,sin_valor_comercial_veh,sin_dispositivos_vehiculo,reg_descripcion_region_asegurado,reg_descripcion_comuna_asegurado,reg_descripcion_region_conductor,sin_comisaria,sin_fecha_parte,sin_relato,sin_activo,EncontradoOtraVia
77162.0,ZT0763  ,17-01-2016 0:00,BCI,,6128887.0,17-01-2016 0:00,Centro Comercial,Otra,Otra,4:00:00 AM,SEBV BUSCA,S,N,N,MOTOCICLETAS,YAMAHA,2014.0,Blanco,75093233.0,N,Otra,Otra,Otra,33A. COMISARYA NUNOA,17-01-2016 0:00,SINIESTRO DENUNCIADO VIA WEB POR UN USUARIO EXTERNO                             HECHOS ANTES: AL INTERIOR DEL ANTE JARDIN EN EL ESTACIONAMIENTO DE LOS          VEHICULOS                                                                       HECHOS: EL SABADO LA MOTO SE ENCONTRABA ESTACIONADA A LAS 14:00 HRS CON SU      CANDADO DE RUEDA Y CANDADO DE DISCO  POSTERIOR A ESTO REGRESE EL DOMINGO EN LA  MANANA Y NOTE QUE ESTABA ROTA EL CANDADO DEL PORTON DE ENTRADA DE VEHICULOS Y   LA CHAPA DE INGRESO ,S,NO
70778.0,BTJT96  ,06-07-2015 0:00,LIBERTY,,1378199.0,06-07-2015 0:00,Otra,Otra,Otra,10:30:00 AM,SEBV BUSCA,S,N,N,CAMIONES,Otra,2009.0,Azul,7497882.0,N,Región de Coquimbo,La Serena,Otra,Retén Peuelas,01-01-1900 0:00,DEJE EL CAMION ESTACIONADO EN LA TENENCIA DE PEUELAS Y HOY LOS CARABINESROS ME INFORMAN QUE EL CAMION ESTABA TIRADO EN PLENA CARRETERA ABIERTO  CON DAOS Y SIN EL TACOLINDAOS ASEGURADO AMBAS CHAPAS REVENTADAS CHAPA DE CONTACTO  TACOLIN  PERILLA DE CAMBIOS Y DAOS POR EVALUARDAOS INFORMADOS PARA EL VEHÍCULO ASEGURADOFALDON LATERAL COSTADO UZQUIERDOCOSTADO DERECHOCAPOTRADIOANTENANEUMATICO DE REPUESTOANTENA GPSOTROS DAOSAMBAS CHAPAS REVENTADAS CHAPA DE CONTACTO  TACOLIN,S,SI
87344.0,CTSF57  ,02-02-2017 0:00,LIBERTY,,1488741.0,06-02-2017 0:00,Otra,Otra,Otra,11:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,KIA MOTORS,2011.0,Blanco,7894443.0,N,Región Metropolitana de Santiago,Providencia,Otra,46a Comisaría Macul Prefectura Cordillera,03-02-2017 0:00,EL VEHÍCULO SE ENCONTRABA ESTACIONADO EN LA PUERTA DEL DOMICILIO INDICADO AL SALIR DEL DOMICILIO EL CONDUCTOR SE PERCATA QUE ÉL ESTE NO ESTABA ÂCUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  SI SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOÂCUENTA CON ALGÚN COMPROBANTE  NO ÂEL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD NO,S,NO
85043.0,CYGH16  ,01-11-2016 0:00,LIBERTY,,1469546.0,03-11-2016 0:00,Otra,Otra,Otra,10:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,TOYOTA,2011.0,Blanco,7878960.0,N,Región de Atacama,Otra,Otra,3a Comisaría Antofagasta Prefectura Antofagasta,01-11-2016 0:00,LOS HECHOSL QUILODRÁN DEJÓ ESTACIONADA LA CAMIONETA A LAS 1900 HRS FUERA DE SU DOMICILIO YA QUE DEBÍA IR A DEJAR UNOS NEUMÁTICOS PARA MANTOS BLANCOS AL PUERTO ALREDEDOR DE LAS 2200 HRS SALIÓ A BUSCAR LA CAMIONETA Y ÉSTA YA NO ESTABA DE ACUERDO A LO CONVERSADO CON UNO DE SUS VECINOS ÉSTE HABÍA RETORNADO 2030 HRS A SU CASA Y LA CAMIONETA NO ESTABAAL INTERIOR DE LA CAMIONETA ESTÁN LOS DOCUMENTOS DEL VEHÍCULO Y ALGUNAS HERRAMIENTAS DE MANTENCIÓNÂCUENTA CON TODAS LAS LLAVES DEL VEH,S,NO
58034.0,DWJR42  ,10-03-2014 0:00,LIBERTY,,1275957.0,11-03-2014 0:00,Otra,Otra,Otra,3:25:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2012.0,Blanco,7058202.0,N,Región de Los Lagos,Puerto Montt,Otra,Subcomisaría FfEe Puerto Montt,10-03-2014 0:00,ME INFORMA LA GENTE SE ENCONTRABA HACIENDO HORA JOSE CARCAMO EL PERSONA QUE SE ENCOTNRABA Y URTO EL VEHICULO ASEGURADO Y LA PERSONA FUE TENEDINA POR URTO DEL VEHIULO Y POR CONDUCIR POR ENCESE EBRIEDAD DAOS INFORMADOS PARA EL VEHÍCULO ASEGURADOOTROS DAOSNEUMATICO NEUMATICOS  LLANATA DETERIORAS  EJE DAADO PATENTE INGRESADA ASEGURADO DWJR42,S,SI
53692.0,CXCP28  ,30-08-2013 0:00,BCI,,5763373.0,31-08-2013 0:00,Domicilio,Otra,Otra,9:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2011.0,Rojo,8072715.0,N,Otra,Otra,Otra,2A NORTE ANTOFAGASTA,30-08-2013 0:00,DEJO VEHICULO ESTACIONADO Y AL REGRESAR NO ESTABA                               DEDUCIBLE UF10,S,NO
54373.0,BRLP70  ,16-10-2013 0:00,LIBERTY,,1248917.0,18-10-2013 0:00,Otra,Otra,Otra,7:15:00 AM,SEBV BUSCA,S,N,N,STATION WAGON,HYUNDAI,2008.0,Negro,16010992.0,N,Región del Libertador Gral. Bernardo O’Higgins,Otra,Otra,19a Comisaría Providencia Prefectura Santiago Orie,16-10-2013 0:00,DEJE EL VEHICULO ESTACIONADOPOR UNA HORA Y MEDIAAL LLEGAR EL VEHICULO NO ESTABA LLAME A CARABINEROS AL 133 Y NO ME CONTESTARON PASO UNA CAMIONETA DE PAZ CIUDADANA Y LE INFORME QUE HABIAN ROBADO EL VEHICULO,S,NO
65889.0,DVCR95  ,12-01-2015 0:00,BCI,,5973410.0,12-01-2015 0:00,Calle,Otra,Otra,2:00:00 PM,SEBV BUSCA,S,N,N,STATION WAGON,HYUNDAI,2012.0,Gris,7385265.0,N,Otra,Otra,Otra,8A. COMISARYA COLINA,12-01-2015 0:00,SINIESTRO DENUNCIADO VIA WEB POR UN USUARIO EXTERNO                             HECHOS ANTES: EN EL ESTACIONAMIENTO DEL MALL                                    HECHOS: ME ESTACIONE EN ESTACIONAMIENTO DEL MALL FLORIDA CENTER Y AL REGRESAR   NO PODYA ABRIR EL AUTO  ME ACERQUE INTENTE INGRESAR LA LLAVE DANDOME CUENTA QUE LA CHAPA HABYA SIDO FORZADA ... AL RATO ABRY EL AUTO A TRAVES DEL COPILOTO  NO  PUDIENDO DESACTIVAR LA ALARMA. AL MOVER EL AUTO HACIA LA LUZ EVIDENCIAMOS LOS   INTENTOS DE FORZAR L,S,SI
44000.0,DBCY11  ,08-07-2012 0:00,LIBERTY,,1166994.0,09-07-2012 0:00,Otra,Otra,Otra,12:10:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,CITROEN,2011.0,Negro,6501293.0,N,Región Metropolitana de Santiago,Quilicura,Otra,26a. Comisaría Pudahuel Prefectura Santiago Occide,08-07-2012 0:00,SACO EL VEHICULO DESDE EL INTERIOR DEL DOMICILIO DE MI SUEGRA Y LO DEJO ESTACIONADO AFUERA CON EL MOTOR ANDANDO PARA DEVOLVERME A CERRAR EL PORTON Y LA REJA PARA QUE NO SE ESCAPARA EL PERRO EN ESE MOMENTO UN INDIVIDUO SE SUBIO AL AUTO Y ARRANCO POR UNO DE LOS PASAJE HACIA LA AVENIDA PRINCIPAL CRUZO LA AVENIDA PRINCIPAL SE TIRO CON EL TRANSITO ENCONTRA) Y TOMO OTRO PASAJE QUE TERMINA EN UNA FERIA LIBRE POR LO QUE NO PUDO CONTINUAR SEGUIR  TRATO DE ARRANCAR POR LA VEREDA HAY GOLPEO UNA REJA UNA JA,S,NO
56612.0,BVYR13  ,06-01-2014 0:00,BCI,,5815921.0,07-01-2014 0:00,Domicilio,Otra,Otra,10:45:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,TOYOTA,2009.0,Blanco,65325624.0,N,Otra,Otra,Otra,16A. COMISARYA LA REINA,06-01-2014 0:00,SINIESTRO DENUNCIADO VIA WEB                                                    HECHOS ANTES: EN LA VIA PUBLICA                                                 HECHOS: A LAS 22.30 SALI Y EL VEHICULO ESTABA  Y A LAS 22.45 VOLVI A SALIR Y EL  VEHICULO YA NO ESTABA                                                          CUANDO SE PERCATO: 22.45                                                        UTLIMO TRAYECTO: DESDE AVDA LAS MALVAS LAS CONDES POR AVDA MANQUEHUE AVDA FCO B ILBAO PRINCIPE DE GA,S,NO
70190.0,FYCV51  ,31-03-2015 0:00,LIBERTY,,1361731.0,14-04-2015 0:00,Otra,Otra,Otra,12:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,MAHINDRA,2013.0,Plateado,7386834.0,N,Región Metropolitana de Santiago,Santiago,Otra,4a. Comisaría Cauquenes Prefectura Linares,01-01-1900 0:00,ALREDEDOR DE LAS 15:00 DEL MARTES 31032015 ESTACIONE MI CAMIONETA EN LA DIRECCION MENCIONADA AL VOLVER PASADAS LAS 17:00 HRS ME PERCATE QUE ESTA NO SE ENCONTRABA AHI NI EN EL SECTOR  SE AVISO A CARABINEROS Y EL VEHICULO AUN NO APARECE PATENTE : FYCV51TIPO    : 03  CAMIONETAMARCA   : MAHINDRAMODELO  : PIK UP XL EIV 2 200 CC MECOLOR   : PLATEADOAÑO     : 2013MOTOR   : HGC4A11000CHASIS  : MA1TX4HGNC6C55752,S,NO
43896.0,NW3384  ,03-07-2012 0:00,LIBERTY,,1166165.0,04-07-2012 0:00,Otra,Otra,Otra,10:30:00 AM,SEBV BUSCA,S,N,N,STATION WAGON,SUZUKI,2007.0,Blanco,6630043.0,N,Región Metropolitana de Santiago,Las Condes,Otra,17a. Comisaría Las Condes Prefectura Santiago Orie,01-01-1900 0:00,DICE QUE DEJO EL VH ESTACIONADO EL VH( NO RECUERDA EXACTAMENTE CUANDO Y A QUE HORA )  Y A LAS 22:30 DEL 03/07/2012 SE PERCATO QUE HABIA SIDO ROBADO DENUNCIA EN PROCESO DE INGRESO NO LE INDICAN NUMERO DE REGISTRODENUNCIO TOMADO POR PERSONAL DE ASISTENCIA Y ENVIADO VÍA CORREO,S,SI
76269.0, GFTV88 ,04-12-2015 0:00,LIBERTY,,1409061.0,10-12-2015 0:00,Otra,Otra,Otra,10:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,SSANGYONG,2014.0,Rojo,9636786.0,N,Región Metropolitana de Santiago,Peñalolén,Otra,6a Comisaría Recoleta Prefectura Santiago Norte,01-01-1900 0:00,DEJE MI VEHÍCULO ESTACIONADO A LA HORA SEALADA Y EL 05 DE DICIEMBRE  Y A LAS 9 HR DEL DIA 6 ME LLAMARON DESDE MI CASA PARA DECIRME QUE ESTABA CARABINEROS DE PEALOLEN INFORMANDO QUE HABÍAN ENCONTRADO LA CAMIONETA BOTADA EN EL SALTO COMUNA DE RECOLETAFUE EN ESE MOMENTO QUE ME ENTERE QUE LA HABÍAN ROBADO  ME PRESENTE EN LA COMISARIA DE EL SALTO Y ME LA ENTREGARON AYER DESPUÉS DE HABER REALIZADO UN PERITAJE SOLO TIENE QUEBRADO EL VIDRIO DEL COPILOTO CUENTA CON TODAS LAS LLAVES DEL VEHÍCULO,S,SI
77593.0,FJZJ24  ,03-02-2016 0:00,LIBERTY,,1419220.0,04-02-2016 0:00,Otra,Otra,Otra,11:45:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,KIA MOTORS,2013.0,Rojo,6686373.0,N,Región Metropolitana de Santiago,Santiago,Otra,14a Comisaría San Bernardo Prefectura Santiago Sur,04-02-2016 0:00,IBA EN DICHO LUGAR SE ACERCAN UNOS TIPOS CON ARMA Y ME ROBARON EL VEHÍCULOCUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  SI SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOCUENTA CON ALGÚN COMPROBANTE NOEL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD NO,S,NO
53046.0,FCZB36  ,10-08-2013 0:00,BCI,,5754662.0,10-08-2013 0:00,Calle,Otra,Otra,12:00:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,CHEVROLET,2012.0,Plateado,9198584.0,N,Otra,Otra,Otra,1RA. COMISARYA SAN FERNANDO,10-08-2013 0:00,SINIESTRO DENUNCIADO VIA WEB                                                    HECHOS ANTES: MANZO DE VELASCO                                                  HECHOS: VOY A TRABAJAR  DEJO MI AUTO ESTACIONADO EN UNA CUADRA Y MEDIA ALRREDED OR DE LAS 13 HRS VUELVO A VER EL VEHICULO PARA IR A A COLACION Y ME DOY CUENTA  QUE EL VEHICULO NO ESTA                                                         CUANDO SE PERCATO: 13 HRS                                                       UTLIMO TRAYECTO: CAS,S,NO
69884.0,FBFC28  ,06-06-2015 0:00,ZNT,,48123.0,08-06-2015 0:00,Domicilio,Otra,Otra,6:00:00 PM,SEBV BUSCA,S,N,N,CAMIONETA,CHEVROLET,2012.0,Blanco,14968824.0,N,Otra,Otra,Otra,TENENCIA RENACA,06-06-2015 0:00,YO LLEGUE EN LA CAMIONETA Y ME ESTACIONE  ME BAJE EN EDIFICIO DE DEPARTAMENTOS  DE UN HERMANO Y QUEDO ESTACIONADA LA CAMIONETA DESDE LA NOCHE DEL VIERNES       20:30 APROX HASTA EL DIA SABADO A LAS 18:00 HRS  QUE ES CUANDO ME DOY CUENTA    QUE ME HABIAN ROBADO LA CAMIONETA                                                         10 UF DED                                                                       SALFA****,S,NO
57632.0,CKPZ85  ,19-02-2014 0:00,LIBERTY,,1273250.0,25-02-2014 0:00,Otra,Otra,Otra,2:30:00 AM,SEBV BUSCA,S,N,N,CAMIONES,CHEVROLET,2010.0,Blanco,7048011.0,N,Región Metropolitana de Santiago,Santiago,Otra,1a Comisaría Calama Prefectura Loa,19-02-2014 0:00,EL CONDUCTOR SE BAJARON ALMORZAR Y QUEDA VEHICULO ESTACIONADO EN AV OHIGGINS CALAMA SE ASOMAN UN PAR DE VECES A VER EL CAMION CUANDO TERMINAN DE ALMORZAR SE PERCATAN QUE VEHICULO HABIA SIDO ROBADO DAOS INFORMADOS PARA EL VEHÍCULO ASEGURADOOTROS DAOSPANEL DESTROZADO CABINA DEL VEHICULO DESTROZADAPATENTE INGRESADA ASEGURADO CKPZ85,S,SI
41856.0,PW4513  ,01-03-2012 0:00,LIBERTY,,1144174.0,01-03-2012 0:00,Otra,Otra,Otra,12:01:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,SUBARU,2007.0,Gris,20180364.0,N,Región de Los Lagos,Puerto Varas,Otra,37a. Comisaría Vitacura Prefectura Santiago Orient,01-03-2012 0:00,VH LO DEJE ESTACIONADO A LAS A LAS 20 HRS  Y SALI CERCA DE LAS 00:00 HRS Y VH YA NO ESTABA DAÑOS INFORMADOS PARA EL VEHÍCULO ASEGURADOOTROS DAÑOSVH ROBADO,S,NO
77664.0,DFGF30  ,06-02-2016 0:00,LIBERTY,,1419647.0,06-02-2016 0:00,Otra,Otra,Otra,2:15:00 AM,SEBV BUSCA,S,N,N,STATION WAGON,SSANGYONG,2011.0,Negro,11990057.0,N,Región Metropolitana de Santiago,Maipú,Otra,25a Comisaría Maipu Prefectura Santiago Occidente,06-02-2016 0:00,SE BAJO DE SU VEHÍCULO PARA ABRIR EL PORTÓN DE SU CASA  PASO UN CARRO SE DETENIOBAJARON UNOS TIPOS Y SE LLEVARON MI VEHÍCULO CUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  NO SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOCUENTA CON ALGÚN COMPROBANTE  NO EL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD  SI,S,NO
85042.0,DXGL26  ,03-11-2016 0:00,LIBERTY,,1469532.0,03-11-2016 0:00,Otra,Otra,Otra,1:50:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2012.0,Rojo,9568919.0,N,Región Metropolitana de Santiago,Cerrillos,Otra,12a Comisaría San Miguel Prefectura Santiago Sur,03-11-2016 0:00,DEJE MI VEHÍCULO ESTACIONADO Y CUANDO REGRESO NO LO ENCUENTRO LO HABÍAN ROBADOCLIENTE LLAMARA PARA INFORMAR NÚMERO DE LA DENUNCIAÂCUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  SI SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOÂCUENTA CON ALGÚN COMPROBANTE  NO ÂEL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD  SI,S,NO
46065.0,CWRP69  ,23-05-2012 0:00,LIBERTY,,1158343.0,24-05-2012 0:00,Otra,Otra,Otra,12:01:00 PM,SEBV BUSCA,S,N,N,CAMIONES,FORD,2011.0,Blanco,6784491.0,N,Región Metropolitana de Santiago,Santiago,Otra,3a. Comisaría Santiago Prefectura Santiago Central,23-05-2012 0:00,ROBO DE CAMION,S,NO
50473.0,BPSW77  ,13-03-2013 0:00,BCI,,5694158.0,14-03-2013 0:00,Domicilio,Otra,Otra,7:00:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,TOYOTA,2008.0,Plateado,4583124.0,N,Otra,Otra,Otra,17 COM LAS CONDES,13-03-2013 0:00,DEJE MI VEHICULO ESTACIONADO EN EL LUGAR INDICADO Y A LAS HORAS                 YA NO ESTABA. HABIA SIDO ROIBADO                                                DANOS: ROBO VEHICULO                                                            DEDUCIBLE: 3 UF,S,NO
52662.0,FHFZ38  ,23-07-2013 0:00,LIBERTY,,1232694.0,23-07-2013 0:00,Otra,Otra,Otra,12:00:00 PM,SEBV BUSCA,S,N,N,AUTOMOVIL,KIA MOTORS,2013.0,Plateado,8753793.0,N,Región Metropolitana de Santiago,San Joaquín,Otra,4a Comisaría Santiago Prefectura Santiago Central,23-07-2013 0:00,DEJE EL VEHICULO ESTACIONADO FUE A COMPRAR POR APROXIMADAMENTE UNA HORA Y AL VOLVER NO ESTABA,S,NO
58158.0,WH6158  ,21-02-2014 0:00,LIBERTY,,1274208.0,03-03-2014 0:00,Otra,Otra,Otra,11:00:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,TOYOTA,2007.0,Azul,171670326.0,N,Región Metropolitana de Santiago,Vitacura,Otra,37a Comisaría Vitacura Prefectura Santiago Oriente,21-02-2014 0:00,AUTO ROBADO MIENTRAS ESTABA ESTACIONADO FRENTE A MI CASA EN LA DIRECCIÓN AURELIO GONZÁLEZ 3640 DEPTO A EN HORAS DE LA NOCHE DEL 20 AL 21 DE FEBRERO DE 2014DAOS PÉRDIDA DEL CONTENIDO DEL AUTO TAG RADIO SONY TODA LA DOCUMENTACIÓN LENTES ÓPTICOS LLAVES CONTROL REMOTO CD Y OTROS EFECTOS PERSONALES,S,NO
76653.0,YX9013  ,18-12-2015 0:00,BCI,,6118525.0,27-12-2015 0:00,Domicilio,Otra,Otra,3:00:00 AM,SEBV BUSCA,S,N,N,STATION WAGON,SUBARU,2007.0,Gris,7814309.0,N,Otra,Otra,Otra,37A. COMISARYA VITACURA,18-12-2015 0:00,SINIESTRO DENUNCIADO VIA WEB POR UN USUARIO EXTERNO                             HECHOS ANTES: EN LA CALLE  EL VEHYCULO ESTABA ESTACIONADO.                      HECHOS: CUATRO DELINCUENTES FUERON SORPRENDIDOS POR CARABINEROS Y SEGURIDAD     CIUDADANA  TRAS SER ALERTADOS POR VECINOS  CUANDO INTENTABAN ROBARSE EL         VEHYCULO  QUE ESTABA ESTACIONADO EN LA CALLE  FRENTE AL DOMICILIO DE SU         PROPIETARIA.                                                                    CUANDO SE PERCATO: A,S,SI
46067.0,CYWJ51  ,24-05-2012 0:00,LIBERTY,,1158255.0,24-05-2012 0:00,Otra,Otra,Otra,1:50:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2011.0,Rojo,6784707.0,N,Región Metropolitana de Santiago,Santiago,Otra,1a. Comisaría Calama Prefectura Loa,24-05-2012 0:00,CONDUCTOR DEL VEH  SE PERCATA A LAS 01:50 DE LA MAÑANA  EL ROBO DEL VEH,S,NO
56796.0,FDTD76  ,11-01-2014 0:00,LIBERTY,,1265436.0,15-01-2014 0:00,Otra,Otra,Otra,3:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2013.0,Rojo,11137252.0,N,Región Metropolitana de Santiago,Huechuraba,Otra,1a Comisaría Calama Prefectura Loa,11-01-2014 0:00,SE DEJO EL VH ESTACIONADO FUERA DEL DOMICILIO Y EN LA MAANA SE PERCATA DE QUE EL VH NO ESTABA,S,NO
82819.0,DCGV22  ,23-08-2016 0:00,LIBERTY,,1456533.0,24-08-2016 0:00,Otra,Otra,Otra,4:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2011.0,Blanco,7858677.0,N,Región Metropolitana de Santiago,Quilicura,Otra,15a Comisaría Buin Prefectura Santiago Sur,23-08-2016 0:00,DEJÉ MI VEHÍCULO ESTACIONADO EN LA DIRECCIÓN ANTES MENCIONADA Y AL VOLVER ME PERCATO DEL ROBO DE LA CAMIONETANOTA SE REGISTRA EN SISTEMA N° DE EVENTO CORREDOR SE COMUNICARA CUANDO OBTENGA N° DE PARTE ÂCUENTA CON TODAS LAS LLAVES DEL VEHÍCULO NO SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOÂCUENTA CON ALGÚN COMPROBANTE NOÂEL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD NO,S,NO
80311.0,FKPZ75  ,23-05-2016 0:00,BCI,,6183362.0,25-05-2016 0:00,Domicilio,Otra,Otra,10:45:00 PM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2013.0,Rojo,2857853.0,N,Otra,Otra,Otra,SUBCOMISARYA CONCON,24-05-2016 0:00,SINIESTRO DENUNCIADO VIA WEB POR UN USUARIO EXTERNO                             HECHOS: LUNES 23 DE MAYO  ALREDEDOR DE LAS 21:00 HRS ME DIRIJO DESDE EDIF.      TITANIUM A CALLE POCURO 2425 A RETIRAR UNA CUNA QUE ME REGALO UN AMIGO Y NO     ENCUENTRO ESTACIONAMIENTO DE VISITAS  PROCEDO A ESTACIONARME EN CALLE HOLANDA   PASADO POCURO  AL SALIR A LA CALLE Y DIRIGIRNOS AL LUGAR DONDE QUEDO EL         VEHICULO NO FUE HALLADO  SIN RASTROS DE ROTURA DE VIDRIO.											            DANOS: Vidrios Later,S,NO
39748.0,JH2481  ,31-01-2012 0:00,LIBERTY,,1139177.0,31-01-2012 0:00,Otra,Otra,Otra,6:00:00 AM,SEBV BUSCA,S,N,N,CARROS DE ARRASTRE,Otra,2007.0,Azul,6722508.0,N,Región Metropolitana de Santiago,Independencia,Otra,2a. Comisaría Antofagasta Prefectura Antofagasta,31-01-2012 0:00,EL JEFE DE LOGISTICA DE LA SUCURSAL  DICE QUE LLEGO COMO ALAS 05 00 A M Y EL CONDUCTOR DON EMILIO SIERRA DEBIA SALIR A CALAMA Y YO TENIA QUE DESPACHARLO ENTREGARLE GUIAS DE DESPACHO Y ORDENES DE FLETE LLEGUIE EN MI VEHICULO Y ME PERCATE QUE LA RAMPLA ABIERTA NO ESTABA AL COSTADO IZQUIERDO DE LA ENTRADA DEL GALPON  ME ESTACIONE AL FRENTE DE LA ENTRADA PARA DARLE LA SALIDA AL CAMION  ENTRE PRENDI LAS LUCES Y EL CONDUCTOR ESTABA PREPARANDO EL CAMION PRA LA SALIDA Y LE PREGUNTE QUE PASABA CON LA RAM,S,NO
83898.0,GRKV29  ,30-09-2016 0:00,LIBERTY,,1463793.0,03-10-2016 0:00,Otra,Otra,Otra,7:00:00 AM,SEBV BUSCA,S,N,N,CAMIONES,INTERNATIONAL,2005.0,Azul,7867290.0,N,Región de Tarapacá,Iquique,Otra,1a Comisaría Iquique Prefectura Iquique,30-09-2016 0:00,DEJE ESTACIONADO EL CAMION EN LA DIRECCION INDICADA Y EL DIA VIERNES ME PERCATE QUE ME HABIAN ROBADO EL CAMIONÂCUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  SI SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOÂCUENTA CON ALGÚN COMPROBANTE  NO ÂEL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD  NO,S,NO
81190.0,CGKW89  ,25-06-2016 0:00,LIBERTY,,1445910.0,25-06-2016 0:00,Otra,Otra,Otra,10:30:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,NISSAN,2010.0,Rojo,16364370.0,N,Región Metropolitana de Santiago,Santiago,Otra,19a Comisaría Providencia Prefectura Santiago Orie,25-06-2016 0:00,FUE A UNA ENTREVISTA DE TRABAJO Y CUANDO REGRESO AL VEHÍCULO ESTE YA NO ESTABA GMBCUENTA CON TODAS LAS LLAVES DEL VEHÍCULO  SI SI EL VEHÍCULO FUE ROBADO DESDE UN ESTACIONAMIENTO PAGADOCUENTA CON ALGÚN COMPROBANTE  NO EL VEHÍCULO CUENTA CON ALGÚN MECANISMO DE SEGURIDAD  SI,S,NO
75051.0,GYGP71  ,25-10-2015 0:00,LIBERTY,,1400594.0,26-10-2015 0:00,Otra,Otra,Otra,11:00:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,HONDA,2015.0,Beige,7639635.0,N,Región del Biobío,Concepción,Otra,1a Comisaría Concepción Prefectura Concepción,25-10-2015 0:00,LLEGUE A MI CASA EN EL ALTO EL CERRO TENGO ESTACIONAMIENTO ABAJO ESTABA EL PORTÓN CERRADO EL CUAL SIEMPRE ESTÁ ABIERTO AL BAJARME PARA ABRIR  Y APARECIERON 3 TIPOS ARMADOS Y SE LLEVARON EL VEHÍCULO,S,NO
43849.0,DPFX55  ,02-07-2012 0:00,LIBERTY,,1166117.0,03-07-2012 0:00,Otra,Otra,Otra,10:00:00 AM,SEBV BUSCA,S,N,N,AUTOMOVIL,PEUGEOT,2012.0,Negro,15590025.0,N,Región Metropolitana de Santiago,Providencia,Otra,25a. Comisaría Maipu Prefectura Santiago Occidente,03-07-2012 0:00,ESTABA DETENIDO EN LA CALLE MENCIONADA Y SE ACERCARON UNOS TIPOS LOS CUALES LO ASALTARON APUNTANDOLE CON UNA PISTOLA Y LUEGO AL ASEGURADO LO METIERON EN LA MALETA DEJANDOLO TIRADO JUNTO AL VH EN SANTA ROSA CON ISABEL RIQUELME SUR 1535DAÑOS INFORMADOS PARA EL VEHÍCULO ASEGURADOPARACHOQUES TRASEROOTROS DAÑOSPATENTE TRASERA Y OTROS DAÑOS POR EVALUAR -,S,SI
52014.0,CCDK25  ,14-06-2013 0:00,LIBERTY,,1225548.0,14-06-2013 0:00,Otra,Otra,Otra,7:00:00 AM,SEBV BUSCA,S,N,N,CAMIONETA,CHEVROLET,2010.0,Rojo,6813067.0,N,Región Metropolitana de Santiago,Las Condes,Otra,37a. Comisaría Vitacura Prefectura Santiago Orient,14-06-2013 0:00,DEJE MI VH FUERA DE MI DOMICILIO POR LA NOCHE  Y CUANDO EN LA MAÑANA FUI A VER MI VH ME PERCATE QUE NO ESTABA,S,NO
