id,id_tipo_propiedad,descripcion,habitaciones,banos,dimension_propiedad,dimension_terreno,direccion,direccion_2,id_comuna,id_provincia,id_region,id_antiguedad,year,gastos_comunes,piso,estacionamientos,amoblado,cantidad_caracteristicas,precio_en_uf
5664608,1,"Sector Residencial y zona industrial mixta, de crecimiento estable con tipologías de viviendas de uno o dos pisos, al oriente de la comuna de San Miguel, con excelente conectividad por calles San Nicolás y Pirámide, a 1.3 km al metro Departamental L2 y transporte público por San Rosa.Primer piso:Amplio Living y Comedor, ambas con piso de cerámica, cocina amplia con comedor de diario, baño principalSegundo piso:Dos Dormitorios; además de antejardín, patio lateral techado, patio trasero semi-techado.Superficie construida: 127.56 mt2Superficie Terreno: 191,43 m2.Informados por el propietario a validar en tasación Comercio y servicio cercanos, colegios, centro deportivos y recreativos y plazas cercanas ¡No dejes de visitar!Asesora inmobiliaria capacitada y certificada en ACOP (Asociación Nacional de corredores de propiedades profesionales), con un alto estándar de servicio a todos nuestros clientes, incluyendo servicios legales y notariales.GRUPO PREMIUM se abre a canje con toda su cartera de propiedades, con el objetivo de obtener una mayor velocidad de ventas y entregar un excelente servicio a nuestros clientes.Estamos a su disposición para asesorar profesionalmente en COMPRAVENTA o ARRIENDO de casas, departamentos, terrenos, parcelas, locales comerciales, industriales, etc.Scarlet MolinsAgente InmobiliarioCelular: 9 - (Para consultas puedes escribirnos en el formulario de contacto).",4,1,127.56,191.43,abelardo,San Miguel                                                                                                                                                                                                                                                     ,304,43,13,2,0.0,0.0,,0.0,f,,5545.0
4136414,2,"Espacioso depto. 3 Dormitorios, 2 Baños, dorm. ppal. con baño en suite (con ventilación natural) y salida a terraza independiente, living comedor juntos con salida a gran terraza. Ambas terrazas están cerradas con ventanales. En 2do y 3er dorm. caben camas matrimoniales. Orientación Sur-Poniente. Gastos Comunes de $120.000 apróx. Todo piso flotante. 2 Estacionamientos en tandem y 1 Bodega grande. Edificio cuenta con sala de eventos, gimnasio y estacionamientos de visitas. Frente a Hospital de Carabineros, a pocas cuadras de próxima estación de Metro Monseñor Eyzaguirre, cerca de Universidades, colegios, bancos, Parque Inés de Suárez, Escuela de Carabineros.",3,2,98.0,116.0,ANTONIO VARAS / SIMÓN BOLIVAR,Ñuñoa                                                                                                                                                                                                                                                          ,294,43,13,2,0.0,120000.0,,2.0,f,,5581.61590843411
4854523,1,"Excelente casa en Condominio Los Alerces, Estancia Liray, emplazada en dos pisos, modelo Albatros.Muy cerca de colegios, supermercados y comercio. Excelente conectividad con Autopista Los Libertadores.DistribuciónPrimer piso: acceso. living y comedor con salida a terraza techada, cocina amplia equipada y con comedor de diario, loggia cerrada, baño de visitas.Habitación principal con baño en suite más walking closet y escritorio o cuarta habitación.Segundo piso: amplia sala de estar, dos habitadciones y un baño completo.Exterior: lindo jardín formado, terraza techada, piscina, quincho, estacionamiento con porcelanato.Gastos comunes 40.000 aprox.Agentes: Ximena Mora & Pamela Hidalgo + - KP13945 - Publicado por Kiteprop.com - (Para consultas puedes escribirnos en el formulario de contacto).",7,3,130.0,0.0,,Colina                                                                                                                                                                                                                                                         ,310,45,13,2,2016.0,40.0,,3.0,f,,5250.0
4852655,2,"Valor: UF 1.800
Primer piso
Orientación: O. Oriente
Gastos Comunes: $50.000

Dormitorio en suite con closet
Sala
Cocina americana

Quincho
Sala multiuso
Juegos para niños
Lavandería
Estacionamiento de visitas

Piso flotante
Cerámica en baño y cocina
Gas de cañería
",1,1,37.0,37.0,"797, Santa Isabel, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",<null>,297,43,13,2,,50000.0,1.0,,f,10.0,1800.0
4870590,1,"Hermosa casa de 3 dormitorios , 1 baÃ±o grande, cocina con comedor diario, Calentador de agua solar.Piso 1:1 dormitorio en primer piso con espacio para cajonera o closetbaÃ±o 2.28x2.89Tina de 1.6 m de largo. conexion a la lavadora. cerÃ¡micas en muros y piso. Living comedor con piso flotante cocina con cerÃ¡mica.Piso 2:Dormitorio segundo piso de 7, 27 metros cuadrados mÃ¡s espacio para clÃ³set el dormitorio tiene 2,45x2,96 metrosDormitorio 3 en segundo piso de 4,86x 2,7 lo que da 13 m2, mÃ¡s 1 m2 de espacio para clÃ³set.En total en segundo piso tiene 2 dormitorios.Espacio para estacionar hasta 4 vehiculos.Calentador de agua solar (Termosolar de 200 litros aprox), esto implica que tienen muy poco consumo de gas, la mayorÃ­a del agua es calentada por el termo solar)Tambien calefont inoizado nuevo. Casi sin uso.Superficie construida segÃºn cuadro de superficie del plano es 79, 3 metros cuadrados con un terreno de 142.27 metros cuadradosColectivos a 200 m. Micro 225 hacia las condes.E15, 325. E13. Micros hacia metro rojas magallanes..",3,1,79.3,143.0,santa maría de la estrella,la florida                                                                                                                                                                                                                                                     ,284,43,13,2,0.0,0.0,,0.0,f,,2520.0
5387944,1,"Casa de 698m2 de terreno y 350 construidos con orientación oriente y norte en La Reina, ideal para familia numerosa.Primer PisoHall de entradaLiving con balcónComedorSala de estudio3 dormitorios ampliosBañoBaño de visitaSubterraneo (estar-bar- juegos y protección acústica como para músico)Cocina con comedor de diarioPatio de servicioSegundo pisoSala estarDormitorio principal en suite con walk in closet baño con jacuzzi.Dormitorio con baño externoDepartamento independiente con 2 dormitorios, baño y cocina y comedor de diario y terraza.2 dormitorios de servicios con baño.Terraza techada ; compuesta por living, comedor y quincho.Piscina con filtro y cascada, luces.5 estacionamientos techadosJardín formado con riego automático e iluminaciónCalefacción central a gas y aire forzado.La está muy bien ubicada en barrio tranquilo, cercano a supermercados, mal plaza los dominicos. Colegio Grange school, Colegio Saint John's Villa Academy - Alcalde Manuel de La Lastra,Casa en muy buen estado para familia numerosa.Para visitar contactar a; Juan Andrés Neely # - (Para consultas puedes escribirnos en el formulario de contacto).",5,4,350.0,698.0,gabriel dannunzio,la reina                                                                                                                                                                                                                                                       ,287,43,13,2,0.0,0.0,,0.0,f,,16500.0
4951614,2,"Condominio, departamentos Molina Morel. Excelente, acogedor y muy iluminado a pasos de Avenida La Dehesa, rápida conección a Costanera Norte, Mall La Dehesa, comercio en general, centros financieros, automotoras etc. Cercano Colegio Los Alerces, Instituto Hebreo, Southern Cross y otros.@¬ Living Comedor juntos con terraza, Cocina equipada con cubiertas de granito, comedor de diario y loggia.@¬ 3  dormitorios y servicios, anexable como 4° dormitorio.@¬1 dormitorio grande en suite y baño privado en 2 dormitorios más, calefacción por radiadores.@¬Jardines.@¬Piscina ionizada.@¬Juegos para niños.@¬Multisala con cocina y baño.@¬Lavandería.@¬1 Estacionamiento@¬Bodega.@¬@¬. Ximena  Canales  - (Para consultas puedes escribirnos en el formulario de contacto).",3,4,107.0,107.0,La Dehesa Antigua - AVenida La Dehesa,Lo Barnechea                                                                                                                                                                                                                                                   ,289,43,13,2,0.0,0.0,,1.0,f,,7500.0
4319501,2,"DEPARTAMENTO EN ELEGANTE Y MODERNO EDIFICIO DE PRIMER NIVEL, CON FINAS TERMINACIONES. EL MEJOR SECTOR DEL BARRIO EL GOLF, A PASOS DEL HOTEL W, ISIDORA GOYENECHEA, PLAZA PERÚ Y RESTAURANTES. HALL DE ENTRADA, LIVING COMEDOR JUNTOS CON SALIDA A TERRAZA. COCINA CON LOGGIA EQUIPADA. TRES DORMITORIOS, PRINCIPAL EN SUITE CON WALKING CLOSET Y TERRAZA. UN ESTACIONAMIENTO Y UNA BODEGA EL EDIFICIO CUENTA CON GIMNASIO, PISCINA, ESTACIONAMIENTOS DE VISITA, PORTÓN AUTOMÁTICO, CITÓFONO, SALA MULTIUSO, JUEGOS INFANTILES Y JARDÍN. ORIENTACIÓN NORTE GASTOS COMUNES 170000 PESOS APP.",3,3,96.0,111.0,Isidora Goyenechea,Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,0.0,,1.0,f,,10700.0
4064262,1,"Espléndida casa aislada de dos pisos ubicada en calle muy tranquila y con muy buena conectividad. Cercana a Iglesia Los Castaños, Colegio Antártica Chilena,  Shopping Los Cobres de Vitacura, supermercados, locomoción,  bancos  y servicios en general. 
<BR>
<BR>Propiedad  muy  bien  cuidada y conservada, de espacios  interiores  amplios y  luminosos,  ideal para  cambiarse de inmediato.
<BR>
<BR>4 dormitorios más estar o quinto dormitorio.
<BR>2 baños completos.
<BR>Dormitorio y baño de servicio independientes.
<BR>
<BR>Primer Piso:
<BR>A  través de un hall de entrada se ingresa a un amplio living de piso cerámico con grandes ventanales. Al lado  y  separado está el comedor de buen tamaño  y  con salida a un bonito jardín.   
<BR>Cocina  amoblada,  cerámicos en pisos y muro y comedor  de diario. 
<BR>Lavadero en patio interior y dormitorio de servicio con baño independiente.
<BR>En primer piso se encuentran los tres dormitorios secundarios, dos con piso fotolaminado y uno con parquet,  todos de buen tamaño, con closet, grandes ventanales y vista al jardín. Los tres comparten un baño completo con shower-door.
<BR>
<BR>Segundo Piso:
<BR>Al  segundo piso se accede por un escalera de madera,  a un pequeño estar que actualmente se usa como escritorio y  sala de sonido.
<BR>Gran sala de estar que también podría ser un quinto dormitorio.  
<BR>Dormitorio principal  con un gran closet de muro a muro, más un baño completo.
<BR>
<BR>Características:
<BR>Casa de construcción sólida,  tejas chilenas, alarma instalada, antejardín,  jardín trasero,  estacionamientos para tres autos, calefacción con calefactor trotter,  ventanales de aluminio y fierro y protecciones en todas las ventanas.
<BR>
<BR>Contribuciones trimestrales:  $178.000 app.						
<BR>",4,2,181.0,230.0,García de Torres 1377,Vitacura                                                                                                                                                                                                                                                       ,306,43,13,2,1972.0,0.0,,1.0,f,,13500.0
4574648,2,"Espectacular departamento a estrenar, muy luminoso , ubicación privilegiada , tranquilo y cercano a clínica ,comercio, colegios y mall. Hall de entrada con closet y baño de visita. Cómoda y moderna cocina integrada(cubierta silestone) ,equipada con artefactos Bosch, con comedor de diario, el cual tiene una puerta corredera que conecta living comedor con salida a una gran terraza. Todo piso porcelanato. Dormitorio principal en suite con terraza propia ; dos dormitorios que comparten un baño y un espacio abierto , como para un escritorio, todo alfombrado. Lindos accesos y áreas verdes comunes. Gimnasio y sala de eventos.2 estacionamientos1 bodega grande  $ 180.000 aprox.TerminacionesPiso baños: porcelanatoPiso dormitorios: alfombraSuministrosAgua caliente: central agua calienteCalefacción: losa radianteCaracterísticas propiedadcomedor de diario, despensa, escritorio, cocina amoblada, cocina equipadaCaracterísticas comunidadaccesos controlados, áreas verdes, estacionamiento de visitas, gimnasio, portón eléctrico, sala de eventosGastosGastos comunes: $ 180.000Estacionamientos y bodegas Estacionamientos: 2Bodegas: 1",3,3,120.0,140.0,Vitacura / Paderewski,Vitacura                                                                                                                                                                                                                                                       ,306,43,13,2,0.0,0.0,,2.0,f,0.0,12200.0
4883850,1,"Casa, Sector Rinconada, Pasaje Vado Azul, Hermoso sector, plazas locomociÃ³n Construido 56 mts. Terreno 110 mts, ConstrucciÃ³n mixta, Ubicada en Pasaje Pasaje Vado Azul, Comuna de MaipÃº,  Excelente Barrio, Conectividad, Casa dos pisos. Dos Dormitorios Un baÃ±os, AntejardÃ­n, Entrada de auto, primer Piso, Cocina ampliada Living Comedor, Logia, Segundo piso Dos Dormitorios cÃ³modos. Accesibilidad a Colegios, Supermercados, Servicios, LocomociÃ³n",2,1,110.0,56.0,vado azul,maipú                                                                                                                                                                                                                                                          ,293,43,13,2,0.0,0.0,,0.0,f,,1550.0
4703610,2,"OPORTUNIDAD!!!! departamento 2 dormitorios 1 baño. Con excelente ubicación. Cercano a la estación de metro Ines de Suarez y su respectivo parque, Universidades, Escuela de Cararbineros, colegios, centros de formacion tecnica, Hospital de Carabineros, supermercados, comercio en general y comercio de barrio. Muy buena conectividad, por Francisco Bilbao, hacia el oriente y poniente; por Antonio Varas hacia el norte y Manuel Montt hacia el sur. Ubicado en un sector tranquilo, rodeado en un entorno de áreas verdes, lugar privilegiado y de mayor plusvalía de la comuna de Providencia.   Depto. ideal para inversionista,   apto para remodelar  NO DEJAR DE VISITAR!!!",2,1,67.0,0.0,Bilbao/Marchant Pereira,PROVIDENCIA                                                                                                                                                                                                                                                    ,297,43,13,2,0.0,0.0,,0.0,f,,3470.0
5152253,1,"Casa de 2 pisos, Excelente ubicación, cercana a Paseo Los Domínicos, colegios y clínicas
Primer piso: hall de entrada, amplio living y comedor con salida a la piscina, jardín y  terraza. Cocina con comedor de diario, amplia loggia  y servicios completos. Pasillo hacia 2 dormitorios y 1 baño.
Segundo Piso: un dormitorio en suite, 2 dormitorios adicionales, 1 baño, sala de estar y espacio abierto  para escritorio.
Jardin formado, piscina, riego automatico, alarma y portón automático.",5,3,230.0,375.0,Los Pumas12395,<null>,288,43,13,2,1994.0,,2.0,2.0,f,12.0,16000.0
4315290,1,"Hermosa y amplia casa en Condominio El Sendero de Chicureo, en 1° nivel cuenta con hall de acceso, estar principal, comedor separados, baño de visitas, cocina con comedor de diario, logia techada, dormitorio de servicio con baño en suite y dormitorio principal con baño y walk in closet. El 2° nivel cuenta con estar, dos dormitorios y un baño.

El sector posee buena ubicación respecto de ejes estructurantes de la comuna como Autopista Los Libertadores, Pie andino, autopista nor-oriente cercano a comercio equipamiento, colegios, etc. 
Gran Terraza con Piscina , estacionamiento para 4 vehiculos. y cuenta con una amplia bodega 
Gastos Comunes de $ 120.000",3,3,190.0,490.0,AVDA  PADRE SERGIO CORREA,<null>,275,43,13,2,,120000.0,,3.0,f,8.0,10550.0
5439817,2,"Excelente departamento, ubicado a pasos del metro Colón, parque de Sanchez Fontecilla, colegios, restaurantes, etc.

Orientación Nor Oriente. Amplio living comedor con terraza, vistas despejadas. Cocina semi integrada amoblada y equipada. Tres dormitorios, principal en suite con gran terraza. Dos baños completos.

Un estacionamiento y una bodega
 
Edificio moderno, cuenta con piscina, lavandería, quinchos, conserjería las 24 horas, estacionamientos de visita, áreas verdes.

",3,2,70.0,80.0,"MONTEALEGRE, METRO, NOR ORIENTE",Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,135000.0,,1.0,f,,6293.74666076526
4714654,2,<null>,2,2,44.61,53.5,Argomedo 344,<null>,275,43,13,1,,,3.0,,<null>,1.0,3113.0
4172635,1,"Linda y moderna casa en condominio. 340 m2 construidos y 990 m2 de terreno. Piso 1: Amplio hall de entrada, baño de visita, grandes recibos separados con salida a terraza y precioso jardín con piscina y quincho. Todas las ventanas con termopanel. Dormitorio principal en suite con walking closet y jacuzzi. Cocina amplia con mueble isla, comedor de diario y despensa. Servicios completos. Piso 2: Tres amplios dormitorios, 2 salas de estar, dos baños completos. Piscina, quincho, riego automático, bodega, portón eléctrico. Acceso controlado. Gasto común $200.000.- ATENCIÓN DE LUNES A DOMINGO",4,4,340.0,990.0,Maria Monvel /Julia Bernstein,La Reina                                                                                                                                                                                                                                                       ,287,43,13,2,2014.0,200000.0,,0.0,f,,25000.0
4018189,2,"PROCASA RICARDO VIAL VENDE CESIÓN  DE DERECHOS CON ENTREGA ESTIMADA DICIEMBRE 2018   VALOR PROMESA COMPRA VENTA DE 2070 UF,  PRECIO VENTA ACTUALMENTE  2330 UF DIFERENCIAL 260 UF ( TODO VENDIDO !!!   OPORTUNIDAD ÚNICA !!!  DEPARTAMENTO 1,5 DORMITORIOS EN SEGUNDO DORMITORIO CABE  UNA CAMA , 1 BAÑO EQUIPADO ,  SIN ESTACIONAMIENTO SIN BODEGA .  PROYECTO CUENTA CON PISCINA , BICICLETERO,SALA DE JUEGOS ,SAUNA,JACUZZI,GIMNASIO,ÁREAS VERDES Y LAVANDERÍA COLEGIOS , UNIVERSIDADES,LOCALES COMERCIALES Y HOSPITALES.  SECTOR RESIDENCIAL  CON EXCELENTE CONECTIVIDAD A 7 CUADRAS DE METRO CAL Y CANTO Y FUTURA LINEA 3 . - (Para consultas puedes escribirnos en el formulario de contacto).",1,1,39.0,0.0,Gamero/Colon,INDEPENDENCIA                                                                                                                                                                                                                                                  ,282,43,13,2,0.0,0.0,,0.0,f,0.0,2330.0
4333089,2,"Departamento impecable, luminoso, con TRES ESTACIONAMIENTOS y dos bodegas, en privilegiada ubicación de Las Condes. 
Amplio living comedor, con terraza. Vista despejada al cerro Manquehue. Cocina tradicional con loggia.

Tres dormitorios, principal en suite. Dos baños completos.

Edificio full equipado: Piscina, gimnasio, lavandería, sauna, quincho, estacionamientos de visitas.

Gastos comunes: $98.000 aprox. OPORTUNIDAD",3,2,95.0,101.0,"CRISTOBAL COLON VISTA NORTE, 3 EST",Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,95000.0,,3.0,f,,7000.0
4558659,1,"Estupenda casa en tranquilo sector de Vitacura. 1° piso: amplios living y comedor separados por hall de entrada, cocina equipada, con loggia cerrada y salida a patio de servicio, conectados a estacionamiento; servicios completos. Lindo jardín formado con riego automático, y terraza en parte posterior de la casa. Portón eléctrico para autos y para entrada pestonal.   2° piso: dos dormitorios que comparten un baño, dormitorio principal en suite. 3° piso: amplia sala de estar con escritorio y bodega. 
Termopanel en todas las ventanas. Rejas en todas las ventanas del primer piso
Contribuciones $170.000
Año 1982",2,2,130.0,230.0,LA AURORA / LAS HUALTATAS,Vitacura                                                                                                                                                                                                                                                       ,306,43,13,2,0.0,0.0,,0.0,f,,12900.0
5374993,2,<null>,2,2,52.35,54.7,Pedro Alarcón 844,<null>,304,43,13,1,,,11.0,,<null>,0.0,3112.0
4690295,2,<null>,3,2,66.13,71.8,Manuel Montt 2406,<null>,294,43,13,1,,,3.0,,<null>,0.0,5740.0
4398299,3,"Se vende patente de alcohol y derecho llave de botillería 100% funcionando todos los días, con patentes de alcohol y patente de comercial en $45.000.000.- con documentación al día.
Punto de venta en casa esquina con 40 años de antigüedad.Ubicada en Padre Faustino Gazziero 2201 Independencia.

La botillería cuenta con:
Cámara de seguridad.
Bodega.
Baño.
1 Computador.
2 Pisos.
1 Escalera para reposición.
Software de Ventas y Control de inventario.
Caja registradora
Escalera de reposición
Maquinas en concesión.

Canon de arriendo $300.000 mensual.
.La botilleria cuenta con excelentes ventas mensuales, además de productos listos para seguir trabajando y su comercialización, 
Un gran plus de este negocio es que cuenta con casa de barrios, cercano a a un lavado de autos. Con clientela fiel.
En un barrio seguro de la comuna de Independencia, 


Valor $45.000.000.- + 2% Comisión corretaje

Para Agendar visitas:
Oscar Urbano Gatica
Gestor Inmobiliario
",1,1,60.0,60.0,"Padre Faustino Gazziero 2201, Independencia, Región Metropolitana, Chile",<null>,282,43,13,2,,,1.0,,f,24.0,1645.4380777773
4402639,2,"Vendo excelente y lindo Dpto. 2D/2B con mobiliario incluido, completísimo, calefacción, terraza, estacionamiento, bodega, cocina amplia con comedor de diario, Orientación Nor/Poniente, edificio cuenta con piscina, sala de uso múltiple, lavandería, muy bien ubicado en calle tranquila a 1 y 1/2 cuadra del Metro Hdo.de Magallanes, al lado de Apoquindo y Avda. Las Condes, cercano a movilización, bancos, restaurantes, supermercados, Apumanque, Metro Manquehue Las Condes, Metropolitana de Santiago",2,2,68.0,73.0,"METRO HDO DE MAGALLANES, APOQUINDO / LAS CONDES",<null>,288,43,13,2,2005.0,,,1.0,t,11.0,6000.0
5559395,1,"Gran OPORTUNIDAD DE PRECIO por viaje!!

Vendo Casa con EXCELENTE ubicación, economice tiempo!!

Es una cómoda Propiedad por su Excelente ubicación, tiene en 2 min. Av. Pajaritos y Américo Vespucio, Mall Arauco Maipú a 1 cuadra corta, Yumbo, Lider, 4 colegios en su alrededor, Metro Monte Tabor...,

Sólida Propiedad de Hormigón Armado en un EXCLUSIVO sector de Santa Teresa del Rosal de Maipú. 

Economice tiempo, olvídese de los largos tacos y quédese en un muy buen sector.
",3,1,167.0,175.0,"Villa Santa Teresa del Rosal, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250678, Chile",<null>,293,43,13,2,,,1.0,3.0,f,7.0,4758.86338305093
4232870,1,"CÃ³digo interno:  408563 Casa  en excelente estado,  REMODELADA,  OrientaciÃ³n norte Hall de entrada, amplio living y comedor separados con salida a terraza y al jardÃ­n.   La casa tiene 4 dormitorios de los cuales dos  en suite, amplia sala de estar. La casa tiene calefacciÃ³n central por radiadores, ventanas termopanel,  central de aspiraciÃ³n,cocina y baÃ±os  remodelados, central  telefonica  Estacionamiento  para 2  autos. Piscina, amplia terraza techada quincho, portÃ³n automÃ¡tico, video portero,  jardÃ­n formado, riego automÃ¡tico. la casa esta en calle tranquila y residencial cercana a plazas, colegios y comercio.",4,4,280.0,520.0,san carlos de apoquindo/las condes,las condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,0.0,,0.0,f,0.0,20800.0
4400094,2,<null>,2,2,55.05,59.1,Carlos Silva Vildosola 1068,<null>,304,43,13,1,,,7.0,,<null>,8.0,2779.0
5050682,1,"Casa para remodelar , se le puede dar uso industrial, fabrica o bodega , esta en una zona ubicada al sur de Av.Manuel Antonio Matta y cerca de San Diego y Ñuble, sector con buena trama vial y transporte publico, buenos accesos y cercanía a comercio , servicios , movilización, colegios y universidades. Cuenta con 5 habitaciones, un dormitorio en suite, mas 3 baños. Piso de madera.Estacionamientos.",5,4,342.0,518.0,Arturo Prat con Ñuble,Santiago                                                                                                                                                                                                                                                       ,275,43,13,2,1945.0,0.0,,0.0,f,,9333.0
4227564,2,"Excelente departamento en la mejor ubicacion del Golf, a pasos de Vitacura restaurantes y centros comerciales. Con grandes espacios, remodelado recientemente. 2 dormitorios en suite con Walking Closet.",4,4,217.0,232.0,Luz / Vitacura,Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,0.0,,0.0,f,,16200.0
4743095,2,"En el lugar mas céntrico de Santiago, comuna ideal para inversionistas, donde el valor de arriendo supera los dividendos bancarios, Oportunidad de inversión en 1 home estudio o varios home estudios si prefiere invertir con mas rentabilidad aún. Departamento de 1 dormitorio, 1 baño , espacio para lavadora, termo de agua caliente, cocina americana amplia. Optimo y funcional. No paga contribuciones y tiene gastos comunes de $15.000. Vista despejada. Se puede entregar arrendado y documentado para que recibas desde el primer día los beneficios del arriendo que son $220.000 reajustables un 3% cada seis mes , o tambien se puede entregar desocupado. En edificio moderno full equipado con sistemas de tecnología para la seguridad y control de accesos mediante celular, estacionamientos de visitas, salas comunes, quincho y lindo hall de acceso. Ven a conocer esta posibilidad que tienes de aumentar tu patrimonio, nosotros te asesoramos.",1,1,23.0,23.0,Metro franklin y metro rondizzoni,Santiago                                                                                                                                                                                                                                                       ,275,43,13,2,0.0,15000.0,,0.0,f,,1430.0
5551418,2,"116 Mts2. Hermoso departamento en excelente ubicación en las Condes, sector Alto Las Condes. 2 dormitorios, 2 baños más servicios completos. Hall de acceso, living y comedor juntos más terraza, que ha sido incorporada al living, pero puede revertirse. Amplia cocina con logia y acceso a dormitorio de servicio de buen tamaño, que puede ser también un tercer dormitorio con salida al pasillo. Dormitorio principal en suite, y otro dormitorio de tamaño grande. los dos baños completamente remodelados. Calefacción central , piso flotante en todo el departamento. 1 estacionamiento y 1 bodega. El edificio cuenta con áreas verdes, juegos de niños, salón de eventos y sala de reuniones. Seguridad 24/7, estacionamientos de visitas. Cercano a centro comerciales, bancos y otros comercios. Excelente conectividad. Especial para inversionistas.",2,2,116.0,116.0,Av. Kennedy / Gerónimo de Alderete,Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,1998.0,125000.0,,1.0,f,,7800.0
5647068,2,"¡¡Triplex loft remodelado a pasos de Plaza Perú/El Golf !! 128/158 mts2, @¬Moderno, último piso. 1er. piso hall, living comedor juntos con salida a terraza, cocina totalmente equipada cerrada con comedor de diario, cómoda logia, baño de visita, 2do. piso, 2 dormitorios, 2 baños, 3er. piso, estar o escritorio, amplia terraza, buenos espacios que dan independencia de ambiente, luminoso, finas terminaciones, luminaria Led, moderno, con la mejor ubicación en barrio el Golf, estacionamiento y bodega. Edificio cuenta con estacionamiento de visitas, jardín y seguridad las 24 hrs.@¬. Pamela  Gutiérrez   - (Para consultas puedes escribirnos en el formulario de contacto).",2,2,128.0,158.0,Centro Financiero de Santiago - Plaza Perú,Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,0.0,,1.0,f,,11500.0
4396954,2,"Excelente ubicación , a pasos de comercio, supermercados y áreas verdes.
Hall de acceso , living comedor separados, cocina con comedor de diario y loggia, 2 terrazas, aire acondicionado, calefacción centralizada, ventanas termopanel. 
4 dormitorios , ( 2 en suite ) , 4 baños , Baño principal con tina hidromasaje, ducha separada. 

2 Estacionamientos subterráneos, gran bodega. 
Accesos controlado, áreas verdes , quincho, piscina. 

* metrajes aproximados

Contacto: Luz María Meezs Covarrubias
  - (Para consultas puedes escribirnos en el formulario de contacto).",4,4,140.0,0.0,CONDOMINIO LOS REYES,Huechuraba                                                                                                                                                                                                                                                     ,281,43,13,2,0.0,0.0,,2.0,f,,6400.0
4324127,1,"Acogedora Casa de 2 pisos con posibilidad para ampliar la manzarda, cuenta con hall de entrada, amplio living comedor, 3 dormitorios (1 en suite) 2 baños, cocina tradicional con ampliación para un comedor de diario, jardines formados, portón manual, condominio vigilancia parcial.

Terminaciones: 2 dormitorios cubrepiso, 1 dormitorio flexie, baños completos cerámica, comedor de diario completo batuco.

Los metrajes son Apróximados",3,2,109.0,155.0,Violeta Cousiño Norte 7426,<null>,296,43,13,2,,,2.0,1.0,<null>,7.0,5290.88752266415
4497799,2,"OPORTUNIDAD
Departamento 3 dormitorios, 1 Baño, Cocina Americana, con instalación para lavadora
Estacionamiento y Bodega
Edificio full equipado con GYM, Lavanderia, Piscina, Estacionamientos para Visitas
Con Alta Conectividad, cercano a Esacion del metro Cal y Canto
",3,1,55.0,58.0,AVENIDA LA PAZ,Recoleta                                                                                                                                                                                                                                                       ,301,43,13,2,0.0,0.0,,1.0,f,,2684.48682225324
4439604,1,"Hermosa casa de 2 pisos ubicada a 3 cuadras de  plaza  Maipú y a 5 minutos de mall Plaza Oeste,@¬tiene 3 dormitorios , 2 baños, cocina amoblada y un amplio living comedor y estacionamiento (citycar) .@¬@¬@¬coordinar visitas con Ejecutivo de ventas Cristobal Venegas @¬. Cristobal Leonardo  Venegas  - (Para consultas puedes escribirnos en el formulario de contacto).",3,2,68.0,49.0,Esquina Blanca - Villa Pallamar,Maipú                                                                                                                                                                                                                                                          ,293,43,13,2,0.0,0.0,,0.0,f,,1752.91610114254
4714161,1,"Linda casa pareada en pasaje cerrado 
Primer piso, living comedor con salida a terraza, amplia cocina, baño de visita, mas servicios completos.
Segundo piso: tres dormitorios.

*Vende o compra tu propiedad con CyM propiedades y acumula millas LATAM PASS.",3,3,100.0,190.0,COLEDIO MANQUEHUE /PASAJE CERRADO CON PLAZA,Vitacura                                                                                                                                                                                                                                                       ,306,43,13,2,0.0,0.0,,0.0,f,,8000.0
4507242,1,"Excelente propiedad ubicada en excelente barrio de Renca, de 2 pisos, distribuida en:@¬1°piso: Living comedor juntos,  cocina amplia con comedor de diario, 1 dormitorio principal con baño en suite y clóset.@¬Bodega bajo la escalera con posibilidad de hacer baño de visita.@¬2° piso: 2 dormitorios con clóset incluidos, baño principal. @¬Protecciones en ambos pisos, habitaciones y escalera con pisos flotantes. @¬Patio amplio con quincho, acceso para 1 vehículo.@¬Cercana a salas de cunas, supermercados, polideportivo, colegios, complejo deportivo. 10 minutos de Autopista Vespucio Sur, Costanera Norte a 5 minutos, avenidas principales aledañas: Vicuña Mackenna y Av. Brasil. @¬Franciska Garrido Cerpa@¬. Franciska Andrea Garrido  - (Para consultas puedes escribirnos en el formulario de contacto).",3,2,73.0,137.0,Condominio Nueva Renca - La Punta  -  Parque Sur,Renca                                                                                                                                                                                                                                                          ,302,43,13,2,0.0,0.0,,0.0,f,,3454.9601162329
